agent_id,model,route_chosen,pacing_chosen,total_time_min,energy_consumed,total_cost_usd,total_latency_ms,accuracy_pct,cost_per_correct_usd,on_time
agent-0427,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.0,11.9,0.000577,764.4,100.0,0.000289,True
agent-0428,google/gemini-2.0-flash,Mountain Pass Beta,Push,4.98,14.28,5e-05,673.6,50.0,5e-05,True
agent-0429,google/gemini-2.0-flash,Metro Transit Grid Delta,Standard,7.22,14.56,5e-05,684.8,50.0,5e-05,False
agent-0430,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.0,11.9,0.000611,709.4,100.0,0.000305,True
agent-0431,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.32,11.9,6e-05,602.3,100.0,3e-05,True
agent-0432,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.39,11.9,0.001599,775.2,100.0,0.000799,True
agent-0433,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.85,11.9,0.000548,704.5,100.0,0.000274,True
agent-0434,anthropic/claude-haiku-4-5,Mountain Pass Beta,Conserve,9.12,9.52,0.000523,709.3,50.0,0.000523,True
agent-0435,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.1,11.9,0.000506,750.7,100.0,0.000253,True
agent-0436,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.51,11.9,0.001611,746.6,100.0,0.000806,True
agent-0437,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.58,11.9,0.000553,707.5,100.0,0.000276,True
agent-0438,google/gemini-2.0-flash,Mountain Pass Beta,Push,5.17,14.28,5.1e-05,669.3,50.0,5.1e-05,True
agent-0439,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.74,11.9,0.000557,671.2,100.0,0.000278,True
agent-0440,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.17,11.9,0.000536,712.0,100.0,0.000268,True
agent-0441,anthropic/claude-haiku-4-5,Mountain Pass Beta,Push,6.12,14.28,0.000522,746.0,50.0,0.000522,True
agent-0442,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.84,11.9,0.00059,743.1,100.0,0.000295,True
agent-0443,google/gemini-2.0-flash,Mountain Pass Beta,Conserve,7.64,9.52,5.5e-05,677.8,50.0,5.5e-05,True
agent-0444,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.19,11.9,0.000556,830.0,100.0,0.000278,True
agent-0445,anthropic/claude-haiku-4-5,Metro Transit Grid Delta,Standard,8.06,14.56,0.000606,715.7,50.0,0.000606,False
agent-0446,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.94,11.9,0.001674,793.4,100.0,0.000837,True
agent-0447,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.8,11.9,0.000568,832.6,100.0,0.000284,True
agent-0448,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.25,11.9,0.00055,639.7,100.0,0.000275,True
agent-0449,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.18,11.9,0.001587,837.4,100.0,0.000794,True
agent-0450,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.76,11.9,0.0015,773.8,100.0,0.00075,True
agent-0451,google/gemini-2.0-flash,Valley Highway Gamma,Standard,5.43,12.0,5.6e-05,690.6,50.0,5.6e-05,False
agent-0452,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.16,11.9,5.1e-05,686.1,100.0,2.5e-05,True
agent-0453,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.07,11.9,0.000576,768.2,100.0,0.000288,True
agent-0454,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.56,11.9,0.00156,859.4,100.0,0.00078,True
agent-0455,anthropic/claude-haiku-4-5,Valley Highway Gamma,Standard,6.0,12.0,0.000566,709.7,50.0,0.000566,False
agent-0456,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.39,11.9,0.001632,806.6,100.0,0.000816,True
agent-0457,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.85,11.9,0.000535,740.5,100.0,0.000267,True
agent-0458,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.03,11.9,0.001701,734.8,100.0,0.000851,True
agent-0459,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.7,11.9,0.001548,908.5,100.0,0.000774,True
agent-0460,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.59,11.9,0.001806,764.6,100.0,0.000903,True
agent-0461,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.46,11.9,0.001638,784.7,100.0,0.000819,True
agent-0462,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.39,11.9,0.001782,862.3,100.0,0.000891,True
agent-0463,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.08,11.9,0.001722,774.7,100.0,0.000861,True
agent-0464,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.05,11.9,0.000508,739.0,100.0,0.000254,True
agent-0465,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.61,11.9,5.5e-05,709.1,100.0,2.7e-05,True
agent-0466,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.89,11.9,0.000526,647.2,100.0,0.000263,True
agent-0467,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.52,11.9,0.000559,704.5,100.0,0.00028,True
agent-0468,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.32,11.9,0.001701,822.3,100.0,0.000851,True
agent-0469,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.38,11.9,0.001857,739.7,100.0,0.000929,True
agent-0470,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.47,11.9,4.8e-05,584.4,100.0,2.4e-05,True
agent-0471,google/gemini-2.0-flash,Mountain Pass Beta,Conserve,7.87,9.52,5.3e-05,611.8,50.0,5.3e-05,True
agent-0472,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.09,11.9,5.5e-05,715.0,100.0,2.8e-05,True
agent-0473,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.54,11.9,0.000508,834.4,100.0,0.000254,True
agent-0474,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.57,11.9,5e-05,686.9,100.0,2.5e-05,True
agent-0475,google/gemini-2.0-flash,Expressway Alpha,Standard,5.1,13.2,5.8e-05,697.4,50.0,5.8e-05,False
agent-0476,google/gemini-2.0-flash,Mountain Pass Beta,Standard,5.93,11.9,5.1e-05,666.7,100.0,2.5e-05,True
agent-0477,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.05,11.9,5.4e-05,568.0,100.0,2.7e-05,True
agent-0478,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.85,11.9,0.000621,671.6,100.0,0.000311,True
agent-0479,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.1,11.9,0.000556,746.7,100.0,0.000278,True
agent-0480,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.64,11.9,0.001578,812.3,100.0,0.000789,True
agent-0481,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.75,11.9,0.001653,856.8,100.0,0.000826,True
agent-0482,google/gemini-2.0-flash,Mountain Pass Beta,Standard,5.95,11.9,4.7e-05,570.2,100.0,2.3e-05,True
agent-0483,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.41,11.9,0.00049,655.8,100.0,0.000245,True
agent-0484,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.77,11.9,0.000573,709.8,100.0,0.000287,True
agent-0485,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.37,11.9,0.001752,693.9,100.0,0.000876,True
agent-0486,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.6,11.9,0.000615,823.6,100.0,0.000307,True
agent-0487,google/gemini-2.0-flash,Mountain Pass Beta,Standard,5.98,11.9,5.9e-05,731.9,100.0,2.9e-05,True
agent-0488,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.23,11.9,0.00052,815.1,100.0,0.00026,True
agent-0489,anthropic/claude-haiku-4-5,Valley Highway Gamma,Standard,5.8,12.0,0.000491,789.9,50.0,0.000491,False
agent-0490,anthropic/claude-haiku-4-5,Expressway Alpha,Standard,5.95,13.2,0.000579,781.6,50.0,0.000579,False
agent-0491,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.77,11.9,0.00061,685.5,100.0,0.000305,True
agent-0492,anthropic/claude-haiku-4-5,Metro Transit Grid Delta,Standard,8.19,14.56,0.000588,702.5,50.0,0.000588,False
agent-0493,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.56,11.9,0.001572,860.7,100.0,0.000786,True
agent-0494,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.34,11.9,4.6e-05,592.1,100.0,2.3e-05,True
agent-0495,google/gemini-2.0-flash,Mountain Pass Beta,Push,5.42,14.28,5.3e-05,749.5,50.0,5.3e-05,True
agent-0496,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.56,11.9,0.000527,700.5,100.0,0.000263,True
agent-0497,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.96,11.9,0.001629,735.8,100.0,0.000815,True
agent-0498,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.66,11.9,5.7e-05,675.4,100.0,2.8e-05,True
agent-0499,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.19,11.9,0.000488,657.8,100.0,0.000244,True
agent-0500,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.01,11.9,4.7e-05,654.2,100.0,2.4e-05,True
agent-0501,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.95,11.9,0.000506,759.4,100.0,0.000253,True
agent-0502,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.31,11.9,0.001632,850.7,100.0,0.000816,True
agent-0503,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.24,11.9,0.000535,690.8,100.0,0.000267,True
agent-0504,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.53,11.9,0.000532,633.2,100.0,0.000266,True
agent-0505,google/gemini-2.0-flash,Mountain Pass Beta,Conserve,7.9,9.52,5e-05,723.4,50.0,5e-05,True
agent-0506,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.68,11.9,0.001611,843.5,100.0,0.000806,True
agent-0507,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.47,11.9,0.001758,840.6,100.0,0.000879,True
agent-0508,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.48,11.9,5.3e-05,736.2,100.0,2.7e-05,True
agent-0509,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.07,11.9,0.000573,733.4,100.0,0.000286,True
agent-0510,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.88,11.9,0.000588,713.5,100.0,0.000294,True
agent-0511,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.43,11.9,0.000577,776.6,100.0,0.000289,True
agent-0512,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.41,11.9,5.5e-05,546.2,100.0,2.8e-05,True
agent-0513,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.75,11.9,0.000575,643.0,100.0,0.000287,True
agent-0514,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.79,11.9,0.000631,763.1,100.0,0.000316,True
agent-0515,anthropic/claude-haiku-4-5,Valley Highway Gamma,Standard,6.3,12.0,0.000523,777.3,50.0,0.000523,False
agent-0516,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.47,11.9,0.000518,735.3,100.0,0.000259,True
agent-0517,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.46,11.9,0.001767,800.6,100.0,0.000883,True
agent-0518,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.85,11.9,0.000575,630.0,100.0,0.000287,True
agent-0519,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.31,11.9,0.00055,834.1,100.0,0.000275,True
agent-0520,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.61,11.9,0.000594,649.3,100.0,0.000297,True
agent-0521,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.26,11.9,4.9e-05,722.5,100.0,2.4e-05,True
agent-0522,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.3,11.9,5e-05,641.7,100.0,2.5e-05,True
agent-0523,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.27,11.9,4.8e-05,553.2,100.0,2.4e-05,True
agent-0524,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.13,11.9,0.00053,713.9,100.0,0.000265,True
agent-0525,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.65,11.9,4.5e-05,673.0,100.0,2.3e-05,True
agent-0526,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.01,11.9,4.8e-05,562.1,100.0,2.4e-05,True
agent-0527,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.9,11.9,0.001662,793.2,100.0,0.000831,True
agent-0528,google/gemini-2.0-flash,Metro Transit Grid Delta,Standard,7.52,14.56,5.7e-05,638.9,50.0,5.7e-05,False
agent-0529,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.97,11.9,0.001704,753.6,100.0,0.000852,True
agent-0530,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.86,11.9,0.001608,816.3,100.0,0.000804,True
agent-0531,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.62,11.9,4.4e-05,683.7,100.0,2.2e-05,True
agent-0532,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.03,11.9,0.000557,767.5,100.0,0.000278,True
agent-0533,anthropic/claude-haiku-4-5,Mountain Pass Beta,Conserve,9.28,9.52,0.000528,633.4,50.0,0.000528,True
agent-0534,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.79,11.9,0.001566,877.5,100.0,0.000783,True
agent-0535,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.67,11.9,0.000578,680.9,100.0,0.000289,True
agent-0536,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.9,11.9,0.001653,728.1,100.0,0.000826,True
agent-0537,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.36,11.9,0.001632,847.8,100.0,0.000816,True
agent-0538,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.02,11.9,5.9e-05,613.9,100.0,3e-05,True
agent-0539,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.53,11.9,0.001554,769.9,100.0,0.000777,True
agent-0540,google/gemini-2.0-flash,Metro Transit Grid Delta,Standard,7.39,14.56,5.2e-05,622.8,50.0,5.2e-05,False
agent-0541,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.19,11.9,0.001548,769.2,100.0,0.000774,True
agent-0542,anthropic/claude-haiku-4-5,Mountain Pass Beta,Push,5.98,14.28,0.000624,684.1,50.0,0.000624,True
agent-0543,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.56,11.9,0.000623,664.5,100.0,0.000312,True
agent-0544,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.97,11.9,0.000534,755.7,100.0,0.000267,True
agent-0545,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.5,11.9,0.000585,698.1,100.0,0.000293,True
agent-0546,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.63,11.9,5.6e-05,561.0,100.0,2.8e-05,True
agent-0547,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.61,11.9,5.7e-05,669.3,100.0,2.9e-05,True
agent-0548,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.9,11.9,0.000534,691.2,100.0,0.000267,True
agent-0549,google/gemini-2.0-flash,Metro Transit Grid Delta,Standard,7.13,14.56,5.1e-05,639.2,50.0,5.1e-05,False
agent-0550,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.77,11.9,0.001671,805.2,100.0,0.000835,True
agent-0551,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.53,11.9,0.000533,752.1,100.0,0.000267,True
agent-0552,anthropic/claude-haiku-4-5,Metro Transit Grid Delta,Standard,7.99,14.56,0.00058,633.5,50.0,0.00058,False
agent-0553,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.0,11.9,5.3e-05,716.8,100.0,2.7e-05,True
agent-0554,google/gemini-2.0-flash,Mountain Pass Beta,Standard,5.93,11.9,4.9e-05,621.1,100.0,2.5e-05,True
agent-0555,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.03,11.9,0.001713,827.8,100.0,0.000857,True
agent-0556,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.21,11.9,0.001704,889.7,100.0,0.000852,True
agent-0557,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.19,11.9,0.001836,726.9,100.0,0.000918,True
agent-0558,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.8,11.9,0.00049,650.3,100.0,0.000245,True
agent-0559,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.88,11.9,0.00056,683.8,100.0,0.00028,True
agent-0560,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.49,11.9,0.001869,799.0,100.0,0.000935,True
agent-0561,google/gemini-2.0-flash,Mountain Pass Beta,Standard,5.93,11.9,5.7e-05,664.4,100.0,2.9e-05,True
agent-0562,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.19,11.9,5e-05,739.0,100.0,2.5e-05,True
agent-0563,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.46,11.9,0.001686,779.0,100.0,0.000843,True
agent-0564,google/gemini-2.0-flash,Mountain Pass Beta,Conserve,7.47,9.52,4.5e-05,581.0,50.0,4.5e-05,True
agent-0565,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.47,11.9,0.000528,680.1,100.0,0.000264,True
agent-0566,google/gemini-2.0-flash,Mountain Pass Beta,Push,5.34,14.28,4.8e-05,645.4,50.0,4.8e-05,True
agent-0567,anthropic/claude-haiku-4-5,Mountain Pass Beta,Push,6.31,14.28,0.00059,731.1,50.0,0.00059,True
agent-0568,google/gemini-2.0-flash,Mountain Pass Beta,Push,5.2,14.28,5.1e-05,640.4,50.0,5.1e-05,True
agent-0569,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.51,11.9,0.000506,667.7,100.0,0.000253,True
agent-0570,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.46,11.9,0.001764,871.1,100.0,0.000882,True
agent-0571,google/gemini-2.0-flash,Metro Transit Grid Delta,Push,6.13,17.47,5.2e-05,647.2,0.0,5.2e-05,False
agent-0572,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.3,11.9,0.000563,624.3,100.0,0.000282,True
agent-0573,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.92,11.9,0.000626,660.2,100.0,0.000313,True
agent-0574,google/gemini-2.0-flash,Valley Highway Gamma,Standard,5.3,12.0,5.3e-05,692.3,50.0,5.3e-05,False
agent-0575,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.61,11.9,0.000569,801.3,100.0,0.000285,True
agent-0576,anthropic/claude-haiku-4-5,Expressway Alpha,Standard,5.89,13.2,0.000527,749.7,50.0,0.000527,False
agent-0577,anthropic/claude-sonnet-5,Metro Transit Grid Delta,Standard,9.24,14.56,0.001842,819.7,50.0,0.001842,False
agent-0578,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.86,11.9,0.001614,843.2,100.0,0.000807,True
agent-0579,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.37,11.9,0.000595,797.9,100.0,0.000298,True
agent-0580,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.59,11.9,5.4e-05,625.0,100.0,2.7e-05,True
agent-0581,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.36,11.9,0.000603,815.5,100.0,0.000302,True
agent-0582,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.86,11.9,0.001632,864.6,100.0,0.000816,True
agent-0583,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.44,11.9,0.001701,780.5,100.0,0.00085,True
agent-0584,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.04,11.9,0.000553,721.5,100.0,0.000276,True
agent-0585,anthropic/claude-haiku-4-5,Metro Transit Grid Delta,Push,6.93,17.47,0.000622,681.6,0.0,0.000622,False
agent-0586,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.51,11.9,0.000508,733.2,100.0,0.000254,True
agent-0587,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.31,11.9,0.000588,655.0,100.0,0.000294,True
agent-0588,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.89,11.9,0.000533,691.1,100.0,0.000267,True
agent-0589,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.25,11.9,0.000598,795.3,100.0,0.000299,True
agent-0590,google/gemini-2.0-flash,Metro Transit Grid Delta,Standard,7.17,14.56,5.4e-05,695.1,50.0,5.4e-05,False
agent-0591,google/gemini-2.0-flash,Mountain Pass Beta,Push,5.07,14.28,5.3e-05,589.2,50.0,5.3e-05,True
agent-0592,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.79,11.9,0.000535,728.7,100.0,0.000267,True
agent-0593,anthropic/claude-haiku-4-5,Expressway Alpha,Standard,6.2,13.2,0.000565,734.9,50.0,0.000565,False
agent-0594,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.01,11.9,5.3e-05,621.5,100.0,2.7e-05,True
agent-0595,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.76,11.9,0.001848,760.9,100.0,0.000924,True
agent-0596,google/gemini-2.0-flash,Mountain Pass Beta,Push,5.28,14.28,5.2e-05,584.7,50.0,5.2e-05,True
agent-0597,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.65,11.9,0.000498,782.0,100.0,0.000249,True
agent-0598,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.84,11.9,0.000559,776.2,100.0,0.00028,True
agent-0599,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.46,11.9,0.001836,701.6,100.0,0.000918,True
agent-0600,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.61,11.9,5.7e-05,728.7,100.0,2.8e-05,True
agent-0601,google/gemini-2.0-flash,Valley Highway Gamma,Standard,5.46,12.0,5.4e-05,611.3,50.0,5.4e-05,False
agent-0602,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.82,11.9,0.001602,826.1,100.0,0.000801,True
agent-0603,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.33,11.9,0.000554,817.3,100.0,0.000277,True
agent-0604,anthropic/claude-haiku-4-5,Expressway Alpha,Standard,6.03,13.2,0.000527,771.4,50.0,0.000527,False
agent-0605,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.12,11.9,0.000518,759.6,100.0,0.000259,True
agent-0606,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.12,11.9,0.000612,676.6,100.0,0.000306,True
agent-0607,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.4,11.9,5.7e-05,628.9,100.0,2.9e-05,True
agent-0608,google/gemini-2.0-flash,Mountain Pass Beta,Push,5.07,14.28,5.4e-05,681.2,50.0,5.4e-05,True
agent-0609,google/gemini-2.0-flash,Valley Highway Gamma,Push,4.53,14.4,4.8e-05,681.0,0.0,4.8e-05,False
agent-0610,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.45,11.9,0.000506,650.7,100.0,0.000253,True
agent-0611,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.54,11.9,0.001668,727.0,100.0,0.000834,True
agent-0612,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.26,11.9,0.001794,863.2,100.0,0.000897,True
agent-0613,google/gemini-2.0-flash,Mountain Pass Beta,Push,5.23,14.28,5.4e-05,592.0,50.0,5.4e-05,True
agent-0614,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.08,11.9,5.5e-05,598.9,100.0,2.7e-05,True
agent-0615,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.73,11.9,0.000606,776.4,100.0,0.000303,True
agent-0616,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.69,11.9,0.001875,865.3,100.0,0.000937,True
agent-0617,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.43,11.9,0.001689,749.7,100.0,0.000844,True
agent-0618,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.29,11.9,0.001683,837.5,100.0,0.000842,True
agent-0619,anthropic/claude-haiku-4-5,Metro Transit Grid Delta,Push,6.83,17.47,0.000568,692.4,0.0,0.000568,False
agent-0620,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.36,11.9,0.000592,622.6,100.0,0.000296,True
agent-0621,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.13,11.9,0.00054,762.0,100.0,0.00027,True
agent-0622,anthropic/claude-haiku-4-5,Mountain Pass Beta,Push,5.98,14.28,0.000589,715.8,50.0,0.000589,True
agent-0623,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.82,11.9,0.000559,643.4,100.0,0.00028,True
agent-0624,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.79,11.9,0.000522,665.3,100.0,0.000261,True
agent-0625,google/gemini-2.0-flash,Metro Transit Grid Delta,Standard,7.08,14.56,4.6e-05,620.7,50.0,4.6e-05,False
agent-0626,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.89,11.9,0.001755,898.3,100.0,0.000878,True
agent-0627,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.51,11.9,0.001608,831.4,100.0,0.000804,True
agent-0628,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.32,11.9,5.9e-05,631.7,100.0,3e-05,True
agent-0629,google/gemini-2.0-flash,Mountain Pass Beta,Conserve,7.67,9.52,5.6e-05,630.8,50.0,5.6e-05,True
agent-0630,anthropic/claude-haiku-4-5,Expressway Alpha,Standard,5.96,13.2,0.000598,708.2,50.0,0.000598,False
agent-0631,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.6,11.9,0.00058,721.7,100.0,0.00029,True
agent-0632,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.76,11.9,0.000518,740.8,100.0,0.000259,True
agent-0633,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.93,11.9,0.000579,723.5,100.0,0.000289,True
agent-0634,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.26,11.9,0.001494,806.0,100.0,0.000747,True
agent-0635,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.2,11.9,0.000584,756.1,100.0,0.000292,True
agent-0636,anthropic/claude-haiku-4-5,Expressway Alpha,Standard,5.94,13.2,0.000561,754.5,50.0,0.000561,False
agent-0637,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.26,11.9,0.00051,662.9,100.0,0.000255,True
agent-0638,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.23,11.9,0.000535,781.1,100.0,0.000267,True
agent-0639,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.04,11.9,0.000516,642.7,100.0,0.000258,True
agent-0640,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.17,11.9,5.7e-05,665.4,100.0,2.9e-05,True
